# {'weights': 'distance'},main_metric=mcc
,n_neighbors,var_threshold_continuous,var_threshold_discrete,var_threshold_fingerprint,corr_threshold,val_accuracy,val_f1,val_precision,val_recall,val_mcc,val_roc_auc_score,val_average_precision_score
0,54,0.016227542346644405,0.014461915293116087,0.020853559527042785,0.9735137631086261,0.7249589490968801,0.6469968387776608,0.7953367875647669,0.5452930728241563,0.45507584108041627,0.8375727089067562,0.7697166352986988
1,34,0.049542916587708166,0.04775925085150512,0.022315301270531822,0.9761349551927765,0.7413793103448276,0.6735751295336787,0.8084577114427861,0.5772646536412078,0.48741426777723135,0.843501959242336,0.7839482560328036
2,44,0.033451756911705904,0.014839314459557686,0.004031733596177384,0.8831371798868743,0.6789819376026273,0.533969010727056,0.8115942028985508,0.3978685612788632,0.3792940190425417,0.8345043591447129,0.7709777749741115
3,56,0.03412105430216879,0.022257904932718706,0.0075128824762528594,0.909635836119495,0.6814449917898193,0.5369928400954654,0.8181818181818182,0.3996447602131439,0.3855407522438784,0.8355090640380731,0.7701549326378208
4,11,0.006437880987274853,0.01612505614023053,0.03493479749309302,0.9779498029029099,0.7610837438423645,0.7188405797101449,0.788135593220339,0.6607460035523979,0.5199500415571667,0.8522771955039117,0.8030584315858011
5,6,0.008961235033186223,0.0031113700798752037,0.020887555380301084,0.8754831516670866,0.7676518883415435,0.731244064577398,0.7857142857142857,0.6838365896980462,0.532296639956218,0.8450652854799127,0.8029120607490656
6,55,0.006417400411073877,0.04191070860570022,0.04832806735416668,0.9249200294042257,0.7282430213464697,0.6673366834170855,0.7685185185185185,0.5896980461811723,0.4554380012697222,0.836215475980638,0.7730465979321255
7,36,0.04226316203735725,0.04440651133805766,0.036475020365567164,0.9597628105166929,0.7348111658456487,0.671414038657172,0.7857142857142857,0.5861456483126111,0.4707004071082793,0.8398356677016529,0.7806143432655809
8,16,0.022407038272429496,0.008546468613335292,0.004170191593557705,0.8214836531069594,0.7307060755336617,0.653276955602537,0.8067885117493473,0.5488454706927176,0.46804496591146943,0.8388797743820591,0.7888529109286879
9,6,0.0490336096807117,0.010426036389611905,0.030949409509563108,0.9117538368219889,0.7619047619047619,0.7253787878787877,0.7768762677484787,0.6802841918294849,0.520409370174166,0.8470733393895841,0.8045059524369687
10,7,0.025880067712332144,0.005934599561239003,0.0009603250648082875,0.8830021051597279,0.7446633825944171,0.6855409504550051,0.795774647887324,0.6021314387211367,0.4906417486439508,0.8405664854311012,0.8020543864679734
11,9,0.009232212098673805,0.040447325278943645,0.005624115798323166,0.8517685162598784,0.7364532019704434,0.6652763295099061,0.8055555555555556,0.566607460035524,0.47795416192184237,0.8432565454964543,0.8047533842605785
12,18,6.115507135796562e-05,0.009521932900542948,0.043050760455594306,0.8641747072831616,0.7635467980295566,0.7225433526011561,0.7894736842105263,0.6660746003552398,0.5247976799013845,0.8500250837254077,0.7982771489034733
13,24,0.004564956220144096,0.009111005120970529,0.03115397967449079,0.8483114304720629,0.7397372742200329,0.6801210898082745,0.7873831775700935,0.5985790408525755,0.48002576604241726,0.8435507708161025,0.7838890469418892
14,16,0.03340696075010346,0.014768629090826232,0.04355489715596478,0.8897385437863297,0.7610837438423645,0.721531100478469,0.7821576763485477,0.6696269982238011,0.5192835468701955,0.8507965777663282,0.7981944110917586
15,19,0.030438536612274438,0.005677828401742742,0.016228470076517502,0.8742802577653461,0.735632183908046,0.6652806652806652,0.8020050125313283,0.5683836589698046,0.4756684255089753,0.8460862608978619,0.7975513914098689
16,31,0.0003581300097152241,0.00834490491585981,0.04275118120383417,0.878491287381206,0.7405582922824302,0.6901960784313727,0.7702407002188184,0.6252220248667851,0.4787398154998652,0.8436063617751143,0.7812459662379855
17,13,0.008060939907548017,0.01718643062186194,0.012137753766001898,0.9528200333056824,0.7348111658456487,0.6680369989722508,0.7926829268292683,0.5772646536412078,0.4721327498116603,0.8501484685368732,0.8052140537914521
18,14,0.046772052730600346,0.018363430793316513,0.040094630182230306,0.8885061706457817,0.7619047619047619,0.7216890595009597,0.7849686847599165,0.6678507992895204,0.5211523958168223,0.845758138651987,0.7946030900490482
19,20,0.03222643254792907,0.011699799228628386,0.042041692121849356,0.8650479920788268,0.7545155993431856,0.7116682738669239,0.7784810126582279,0.655417406749556,0.5062939254357713,0.8466611527666671,0.7907218850024635
