# {'objective': 'binary:logistic', 'eval_metric': 'auc'},main_metric=mcc
,max_depth,eta,subsample,var_threshold_continuous,var_threshold_discrete,var_threshold_fingerprint,corr_threshold,val_accuracy,val_f1,val_precision,val_recall,val_mcc,val_roc_auc_score,val_average_precision_score
0,4,0.09902927240732276,0.5920495711071985,0.015369233345583764,0.020306237242581175,0.028681686065914192,0.9700230862401189,0.80623973727422,0.794066317626527,0.7804459691252144,0.8081705150976909,0.6115577872405565,0.8855449947798733,0.8616608705703619
1,9,0.12984000722174746,0.6016865693045247,0.017188314154179256,0.0015045055589668736,0.03923848327133422,0.8152725142958039,0.8284072249589491,0.8161829375549692,0.8083623693379791,0.8241563055062167,0.6554260406007282,0.8919203286645967,0.8686228778551122
2,3,0.012299204037248587,0.5494883377934301,0.044020231186505714,0.04194663117470074,0.04459427746494609,0.8392344080482776,0.7668308702791461,0.7560137457044674,0.7321131447587355,0.7815275310834814,0.5342416673432645,0.831411603595786,0.7864757010683594
3,6,0.05650221925090463,0.9465005524272997,0.019378779626428973,0.012558468030552042,0.0012268124557526352,0.8957210440857329,0.8078817733990148,0.7958115183246073,0.7821612349914236,0.8099467140319716,0.6148542737353897,0.8853144956815316,0.8652872114372694
4,3,0.09833549351176402,0.6284061833086623,0.011590890099638554,0.0016556547777082213,0.04518559315617656,0.8890336173540858,0.8103448275862069,0.7989556135770235,0.7832764505119454,0.8152753108348135,0.6200494054690426,0.8775548113297086,0.8517615544731865
5,9,0.19624460040947508,0.5539347639902437,0.005110052264503213,0.015295931473214007,0.005298105106403951,0.8694533321319196,0.8119868637110016,0.7971656333038087,0.7950530035335689,0.7992895204262878,0.6219651612142976,0.8876764335010102,0.8630222069896136
6,5,0.07237565618244668,0.9339457310633954,0.010578720629146485,0.03581701250273414,0.045479812409502274,0.871330560839193,0.8087027914614121,0.7982683982683981,0.7787162162162162,0.8188277087033747,0.6173004292189402,0.8833728797472646,0.8572529694224559
7,6,0.15004650887126483,0.6149756713462899,0.004813208032029027,0.014253697995773043,0.02498442052368161,0.9861492556174203,0.8054187192118226,0.794092093831451,0.7772108843537415,0.8117229129662522,0.61033834762982,0.8900654888614701,0.864764281864683
8,6,0.1268994328087781,0.7638779343592321,0.04670293658236318,0.014338334187761467,0.039221707034311236,0.9377964029322312,0.8210180623973727,0.8120689655172414,0.7889447236180904,0.8365896980461812,0.6425076461797337,0.8928748661071414,0.8665531633855238
9,6,0.0955739828621369,0.827582338602576,0.009838538459062227,0.03478616781760202,0.02460592095205662,0.8917471681814197,0.8136288998357963,0.8007023705004389,0.7916666666666666,0.8099467140319716,0.6258696984805137,0.8870174772551627,0.8599409420270252
10,8,0.18179110222987876,0.5929981875931591,0.04999437628674797,0.04889156102400134,0.04624296432659282,0.8190269328878399,0.8070607553366174,0.7951176983435049,0.7808219178082192,0.8099467140319716,0.6132882860303482,0.881756674304774,0.8597141401903768
11,8,0.03783848537937957,0.6767198978790442,0.0464437224497061,0.0005609587339420631,0.04950787618240958,0.8230625068093301,0.8045977011494253,0.7941176470588235,0.7740303541315345,0.8152753108348135,0.6091608286988194,0.8838393014521443,0.8598800945368444
12,4,0.14595996431949812,0.9989855604418147,0.04042488728285254,0.0018004699893409085,0.03962318464769245,0.8257092640152975,0.8070607553366174,0.7951176983435049,0.7808219178082192,0.8099467140319716,0.6132882860303482,0.8877821919108375,0.8632966845485076
13,10,0.11856454350571478,0.581701432822082,0.03388174601770237,0.03564228403784191,0.03895124365538659,0.8537203256026292,0.8226600985221675,0.8108581436077058,0.7996545768566494,0.822380106571936,0.644219589314265,0.8911501905007254,0.8613616197848423
14,10,0.06380102682608686,0.6217723786751973,0.03716146704256909,0.04921927399349672,0.041758633177961614,0.8392669903572945,0.812807881773399,0.8010471204188482,0.7873070325900514,0.8152753108348135,0.6247437332198892,0.8896343199598661,0.8667619728428414
15,10,0.07894662960740642,0.5820382188509675,0.04164779191867154,0.04362247268227197,0.03810411673338572,0.8250375371428793,0.8177339901477833,0.8069565217391304,0.7904599659284497,0.8241563055062167,0.6349665485909026,0.8907651214187897,0.8657610974257903
16,9,0.1216933488859074,0.5443213770363616,0.04534233612702242,0.03886202589190867,0.04943226213233207,0.8536746392408217,0.8136288998357963,0.8027801911381408,0.7857142857142857,0.8206039076376554,0.6268155512057507,0.8911718845335106,0.8653383642827859
17,5,0.07531845123216488,0.6472143076383124,0.04423790913347658,0.04835146435605912,0.039384235340526916,0.9571163892786929,0.8037766830870279,0.7916303400174368,0.7773972602739726,0.8063943161634103,0.6066957671227251,0.8875381340420052,0.8664070671541161
18,9,0.05002577029230941,0.5574871198035729,0.03649619533802064,0.0434631763522893,0.04617543539828416,0.8311439362640327,0.8152709359605911,0.8045178105994788,0.7874149659863946,0.822380106571936,0.6301109919209369,0.890865456320421,0.8659726465562632
19,3,0.01685223402969062,0.8175445013323541,0.03344032308477473,0.047059798061603854,0.04602529150754875,0.8211185712777134,0.7717569786535303,0.761168384879725,0.7371048252911814,0.7868561278863233,0.5441229626275231,0.838565210906675,0.7997665203461476
