# fix_model_params={'solver': 'saga', 'n_jobs': -1, 'class_weight': 'balanced', 'penalty': 'elasticnet'}
# main_metric=mcc
# model_params=[Real(low=0.1, high=4.0, prior='uniform', transform='identity'), Real(low=0, high=1, prior='uniform', transform='identity')]
# preprocessing_params=None
,C,l1_ratio,var_threshold_continuous,var_threshold_discrete,var_threshold_fingerprint,corr_threshold,val_accuracy,val_f1,val_precision,val_recall,val_mcc,val_roc_auc_score,val_average_precision_score
0,1.1210508668767891,0.3592901326769234,0.00139997441698973,0.027045979341443937,0.049814874735345196,0.8469351299590463,0.8004926108374384,0.7928388746803069,0.7622950819672131,0.8259325044404974,0.6028322004583343,0.8638238444537848,0.8119814725920618
1,3.1534466174299904,0.052468441350278075,0.030799121543702186,0.002107910549749959,0.0348627399180332,0.8000129948339043,0.7955665024630542,0.7847882454624028,0.7643097643097643,0.8063943161634103,0.5911401345046855,0.8632028527653112,0.8170995869200709
2,1.122687138242913,0.45433716509874067,0.004887145667916577,0.025398119160159643,0.026703486080423177,0.8656130478472396,0.7955665024630542,0.7866323907455013,0.7599337748344371,0.8152753108348135,0.592224599458297,0.8709720282564778,0.8380543483910328
3,3.5128802317756422,0.17479684014602995,0.04546487619450008,0.015422022753105932,0.006277450638945776,0.8994840514674987,0.7816091954022989,0.770293609671848,0.7495798319327731,0.7921847246891652,0.5632394400821439,0.8624408498637344,0.8321404985077615
4,0.7768775877933846,0.09249345542470667,0.024444384675911677,0.03976144457604458,0.002317008451571168,0.9560396490454509,0.7947454844006568,0.7841105354058722,0.7630252100840336,0.8063943161634103,0.5895942520285739,0.8720702886662238,0.8413170974106666
5,2.5456537805113424,0.5332233167481998,0.04204600515364263,0.023428716251589203,0.032266298696496484,0.986582379401151,0.7980295566502463,0.7893835616438355,0.7619834710743801,0.8188277087033747,0.5972821284063903,0.8636692744701909,0.8159091538237755
6,1.1363492318381465,0.3999365001981878,0.0030108238831966457,0.045749663343230745,0.00711888752457306,0.8369940698024807,0.8021346469622331,0.7941929974380871,0.7648026315789473,0.8259325044404974,0.6058769167843236,0.8748064485512452,0.8462682086499558
7,0.6949247679024573,0.09311731905890643,0.02900025472673573,0.0022040220423867,0.0027195697393272936,0.9736792828858152,0.7955665024630542,0.7840416305290546,0.7661016949152543,0.8028419182948491,0.5907508343887984,0.872721109649777,0.8448233032287688
8,1.41817216086029,0.9681280294043344,0.014446534554475296,0.044580914285125416,0.017144394275395616,0.9983092970217037,0.7939244663382594,0.782307025151778,0.764406779661017,0.8010657193605684,0.5874557494566864,0.8709286401909075,0.8396311478993025
9,1.0486846070981952,0.5403892120780531,0.028991622542242544,0.01614823785140697,0.04200865299028168,0.9091993201139204,0.7955665024630542,0.7866323907455013,0.7599337748344371,0.8152753108348135,0.592224599458297,0.8645397475356935,0.8181912743377295
10,2.5391754487463003,0.25941521205997636,0.00040189394028821167,0.005070852551156375,0.004921472944266426,0.8025668120228928,0.7881773399014779,0.7772020725388601,0.7563025210084033,0.7992895204262878,0.5764168460553589,0.8665328867978251,0.8357796692983778
11,2.0497383068062787,0.3718148796135922,0.0008324880652046564,0.026429696998410034,0.006238183987873942,0.8546133694890474,0.7816091954022989,0.7710843373493975,0.7479131886477463,0.7957371225577264,0.5636641248033633,0.8663810285683294,0.8375122443280609
12,0.10760628132501632,0.9115721793061786,0.005166214144125793,0.028264520768027872,0.005670042402952853,0.8489398466132326,0.7922824302134647,0.7857747671464861,0.7508090614886731,0.8241563055062167,0.5874232077687074,0.8745623906824128,0.8389045641544687
13,1.3528350077449838,0.7630255081073316,0.0004481058539409611,0.03183083153429976,0.007093859816881177,0.8175119396366765,0.7980295566502463,0.7897435897435897,0.7611202635914333,0.8206039076376554,0.5975212355886601,0.8746708608463384,0.8457844296023777
14,1.3022983909753805,0.3470071568710828,0.003224207621719383,0.027786496840340284,0.007079187756698526,0.8413754702395521,0.7947454844006568,0.7870528109028961,0.7561374795417348,0.8206039076376554,0.5914317783082181,0.8735590416661018,0.8453547071857359
15,1.7947112073139817,0.42726367306194246,0.04867901848267673,0.04606027780958131,0.007067255268000118,0.8491201931592438,0.7922824302134647,0.7828326180257511,0.7574750830564784,0.8099467140319716,0.5854075812755366,0.8712133743712119,0.8411409583303272
16,1.2300321676327743,0.2120616779096523,0.00023658526716931476,0.0329792113092287,0.005820394692829912,0.8320321250782036,0.7824302134646962,0.7725321888412017,0.7475083056478405,0.7992895204262878,0.5656453904053413,0.8720919826990088,0.8451055926007576
17,0.9642606211183403,0.5394022933438075,0.000376420503990016,0.04446416164162323,0.005888234714536779,0.8333809660360326,0.7881773399014779,0.7779690189328744,0.7545909849749582,0.8028419182948491,0.5768398247656618,0.8752403292069474,0.8478465518027684
18,1.2007909686593643,0.34571452948749043,0.036999382148946235,0.03517932432993467,0.011003986763146225,0.8358062999802954,0.812807881773399,0.8047945205479452,0.7768595041322314,0.8348134991119005,0.6269240958352592,0.8761541903380201,0.848498542024539
19,1.2812777632089112,0.33385661457961874,0.04729285782807991,0.04226838395410539,0.011531446768328842,0.8087014332885427,0.8111658456486043,0.8040885860306644,0.7725040916530278,0.8383658969804618,0.6243667648427577,0.8748905129282877,0.8463701105763486
